metric	value
loss	0.28488633036613464
tp	59.0
fp	39.0
tn	730.0
fn	68.0
accuracy	0.8805803656578064
precision	0.6020408272743225
recall	0.4645669162273407
auc	0.8727614283561707
prc	0.6082279682159424
