metric	value
loss	0.3964375853538513
tp	108.0
fp	117.0
tn	653.0
fn	19.0
accuracy	0.8483834862709045
precision	0.47999998927116394
recall	0.8503937125205994
auc	0.9103128910064697
prc	0.6625783443450928
