metric	value
loss	0.38481947779655457
tp	89.0
fp	89.0
tn	681.0
fn	38.0
accuracy	0.8584169745445251
precision	0.5
recall	0.7007874250411987
auc	0.8870283961296082
prc	0.5592689514160156
