metric	value
loss	0.577392041683197
tp	103.0
fp	177.0
tn	593.0
fn	24.0
accuracy	0.7759197354316711
precision	0.3678571283817291
recall	0.8110235929489136
auc	0.8351364731788635
prc	0.536935031414032
