metric	value
loss	0.978385865688324
tp	41.0
fp	94.0
tn	676.0
fn	86.0
accuracy	0.7993311285972595
precision	0.3037036955356598
recall	0.32283464074134827
auc	0.7283055782318115
prc	0.2689587473869324
