metric	value
loss	1.2625010013580322
tp	105.0
fp	394.0
tn	376.0
fn	22.0
accuracy	0.5362318754196167
precision	0.21042084693908691
recall	0.8267716765403748
auc	0.7479445338249207
prc	0.3309831917285919
