metric	value
loss	0.6190805435180664
tp	115.0
fp	219.0
tn	550.0
fn	13.0
accuracy	0.741360068321228
precision	0.344311386346817
recall	0.8984375
auc	0.8894719481468201
prc	0.5955870151519775
