metric	value
loss	2.270482301712036
tp	40.0
fp	44.0
tn	725.0
fn	87.0
accuracy	0.8537946343421936
precision	0.4761904776096344
recall	0.31496062874794006
auc	0.6853209733963013
prc	0.35128554701805115
