metric	value
loss	0.45905011892318726
tp	92.0
fp	119.0
tn	651.0
fn	35.0
accuracy	0.8283166289329529
precision	0.4360189437866211
recall	0.7244094610214233
auc	0.8263012766838074
prc	0.4684445261955261
