metric	value
loss	0.9214684367179871
tp	68.0
fp	69.0
tn	701.0
fn	59.0
accuracy	0.8573021292686462
precision	0.49635037779808044
recall	0.5354330539703369
auc	0.7786582708358765
prc	0.479211688041687
