metric	value
loss	0.28387507796287537
tp	84.0
fp	55.0
tn	714.0
fn	44.0
accuracy	0.8896321058273315
precision	0.6043165326118469
recall	0.65625
auc	0.8945515155792236
prc	0.6560412049293518
