metric	value
loss	0.3747403621673584
tp	71.0
fp	77.0
tn	692.0
fn	56.0
accuracy	0.8515625
precision	0.4797297418117523
recall	0.5590550899505615
auc	0.8354853391647339
prc	0.4016237258911133
