metric	value
loss	0.4520629942417145
tp	111.0
fp	131.0
tn	638.0
fn	16.0
accuracy	0.8359375
precision	0.4586776793003082
recall	0.874015748500824
auc	0.9030441641807556
prc	0.555044949054718
