metric	value
loss	0.32242831587791443
tp	52.0
fp	44.0
tn	726.0
fn	75.0
accuracy	0.8673355579376221
precision	0.5416666865348816
recall	0.4094488322734833
auc	0.8392575979232788
prc	0.494819700717926
