metric	value
loss	0.2856120467185974
tp	56.0
fp	27.0
tn	742.0
fn	71.0
accuracy	0.890625
precision	0.6746987700462341
recall	0.4409448802471161
auc	0.8722443580627441
prc	0.6628565788269043
