metric	value
loss	0.49123328924179077
tp	87.0
fp	81.0
tn	688.0
fn	40.0
accuracy	0.8649553656578064
precision	0.5178571343421936
recall	0.6850393414497375
auc	0.8762325644493103
prc	0.5301384925842285
