metric	value
loss	0.37870660424232483
tp	69.0
fp	40.0
tn	729.0
fn	59.0
accuracy	0.8896321058273315
precision	0.6330274939537048
recall	0.5390625
auc	0.8731611371040344
prc	0.6733478903770447
