metric	value
loss	0.8109902739524841
tp	102.0
fp	133.0
tn	636.0
fn	26.0
accuracy	0.8227424621582031
precision	0.4340425431728363
recall	0.796875
auc	0.8872774243354797
prc	0.5184292793273926
