metric	value
loss	0.338866651058197
tp	46.0
fp	30.0
tn	740.0
fn	81.0
accuracy	0.8762542009353638
precision	0.6052631735801697
recall	0.36220473051071167
auc	0.8292105197906494
prc	0.4892866313457489
