metric	value
loss	0.4074782729148865
tp	87.0
fp	122.0
tn	647.0
fn	40.0
accuracy	0.8191964030265808
precision	0.41626793146133423
recall	0.6850393414497375
auc	0.8476854562759399
prc	0.4720847010612488
