metric	value
loss	0.3482587933540344
tp	46.0
fp	45.0
tn	724.0
fn	81.0
accuracy	0.859375
precision	0.5054945349693298
recall	0.36220473051071167
auc	0.8321882486343384
prc	0.4419235587120056
