metric	value
loss	0.31666168570518494
tp	49.0
fp	45.0
tn	724.0
fn	78.0
accuracy	0.8627232313156128
precision	0.521276593208313
recall	0.3858267664909363
auc	0.854289710521698
prc	0.49097850918769836
