metric	value
loss	0.29678863286972046
tp	62.0
fp	33.0
tn	736.0
fn	65.0
accuracy	0.890625
precision	0.6526315808296204
recall	0.4881889820098877
auc	0.8680104613304138
prc	0.595238447189331
