metric	value
loss	1.4399081468582153
tp	82.0
fp	300.0
tn	469.0
fn	45.0
accuracy	0.6149553656578064
precision	0.2146596908569336
recall	0.6456692814826965
auc	0.6595742106437683
prc	0.2243051826953888
