metric	value
loss	0.4607362151145935
tp	112.0
fp	127.0
tn	642.0
fn	15.0
accuracy	0.8415178656578064
precision	0.4686192572116852
recall	0.8818897604942322
auc	0.913385808467865
prc	0.6561841368675232
