metric	value
loss	1.477120041847229
tp	10.0
fp	3.0
tn	766.0
fn	118.0
accuracy	0.865105926990509
precision	0.7692307829856873
recall	0.078125
auc	0.6533393263816833
prc	0.3424556851387024
