metric	value
loss	0.5045551061630249
tp	89.0
fp	122.0
tn	648.0
fn	38.0
accuracy	0.821627676486969
precision	0.4218009412288666
recall	0.7007874250411987
auc	0.8510890007019043
prc	0.5577694177627563
