metric	value
loss	1.0479706525802612
tp	55.0
fp	42.0
tn	728.0
fn	72.0
accuracy	0.8729097247123718
precision	0.5670102834701538
recall	0.4330708682537079
auc	0.785688579082489
prc	0.4418097734451294
