metric	value
loss	0.7150914072990417
tp	112.0
fp	245.0
tn	525.0
fn	15.0
accuracy	0.7101449370384216
precision	0.3137255012989044
recall	0.8818897604942322
auc	0.8712342977523804
prc	0.5507813096046448
