metric	value
loss	0.4306861460208893
tp	95.0
fp	136.0
tn	634.0
fn	32.0
accuracy	0.8127090334892273
precision	0.411255419254303
recall	0.748031497001648
auc	0.8855915665626526
prc	0.5756840705871582
