metric	value
loss	0.36313915252685547
tp	75.0
fp	87.0
tn	683.0
fn	52.0
accuracy	0.8450390100479126
precision	0.46296295523643494
recall	0.5905511975288391
auc	0.8366397619247437
prc	0.5351441502571106
