metric	value
loss	0.25292834639549255
tp	90.0
fp	55.0
tn	714.0
fn	38.0
accuracy	0.8963210582733154
precision	0.6206896305084229
recall	0.703125
auc	0.9119290709495544
prc	0.7064296007156372
