metric	value
loss	0.2705687880516052
tp	97.0
fp	59.0
tn	710.0
fn	30.0
accuracy	0.9006696343421936
precision	0.6217948794364929
recall	0.7637795209884644
auc	0.9022608399391174
prc	0.7440623044967651
