metric	value
loss	0.36551445722579956
tp	59.0
fp	33.0
tn	737.0
fn	68.0
accuracy	0.8874024748802185
precision	0.6413043737411499
recall	0.4645669162273407
auc	0.8636159300804138
prc	0.5640302896499634
