metric	value
loss	0.6369592547416687
tp	90.0
fp	86.0
tn	683.0
fn	38.0
accuracy	0.8617614507675171
precision	0.5113636255264282
recall	0.703125
auc	0.863738477230072
prc	0.5513526201248169
