metric	value
loss	0.3333611488342285
tp	106.0
fp	88.0
tn	681.0
fn	21.0
accuracy	0.8783482313156128
precision	0.5463917255401611
recall	0.834645688533783
auc	0.9307568073272705
prc	0.7323119640350342
