metric	value
loss	0.45318594574928284
tp	91.0
fp	125.0
tn	645.0
fn	36.0
accuracy	0.8205128312110901
precision	0.42129629850387573
recall	0.7165354490280151
auc	0.8389558792114258
prc	0.478613018989563
