metric	value
loss	0.4090602695941925
tp	100.0
fp	114.0
tn	655.0
fn	27.0
accuracy	0.8426339030265808
precision	0.4672897160053253
recall	0.787401556968689
auc	0.8865281939506531
prc	0.5906614065170288
