metric	value
loss	0.4148760735988617
tp	105.0
fp	129.0
tn	640.0
fn	23.0
accuracy	0.8305462598800659
precision	0.44871795177459717
recall	0.8203125
auc	0.8828023672103882
prc	0.5492253303527832
