metric	value
loss	0.39817216992378235
tp	96.0
fp	113.0
tn	656.0
fn	31.0
accuracy	0.8392857313156128
precision	0.45933014154434204
recall	0.7559055089950562
auc	0.866121232509613
prc	0.6119965314865112
