DOI	TYPE	SUBJECT(S)	DATE	ARTICLE ID	VERSION
https://doi.org/10.7554/eLife.16950	tools and resources	Cell Biology, Computational and Systems Biology	2016-06-09	16950	v3
https://doi.org/10.7554/eLife.16955	research article	Developmental Biology, Chromosomes and Gene Expression	2016-07-30	16955	v2
https://doi.org/10.7554/eLife.16962	research article	Neuroscience	2016-12-06	16962	v1
https://doi.org/10.7554/eLife.16964	insight	Biochemistry and Chemical Biology, Structural Biology and Molecular Biophysics	2016-05-13	16964	v1
https://doi.org/10.7554/eLife.16965	research article	Evolutionary Biology	2016-07-08	16965	v4
https://doi.org/10.7554/eLife.16970	tools and resources	Computational and Systems Biology, Genetics and Genomics	2016-09-13	16970	v2
https://doi.org/10.7554/eLife.16988	research article	Biochemistry and Chemical Biology, Cell Biology	2016-07-26	16988	v1
https://doi.org/10.7554/eLife.16996	research article	Developmental Biology	2016-09-09	16996	v2
https://doi.org/10.7554/eLife.17002	research article	Stem Cells and Regenerative Medicine, Neuroscience	2016-09-09	17002	v2
https://doi.org/10.7554/eLife.17023	research article	Developmental Biology, Plant Biology	2016-07-11	17023	v3
https://doi.org/10.7554/eLife.17029	research article	Structural Biology and Molecular Biophysics	2016-07-19	17029	v2
https://doi.org/10.7554/eLife.17044	replication study	Cancer Biology	2017-01-19	17044	v1
https://doi.org/10.7554/eLife.17047	research article	Cancer Biology	2016-09-26	17047	v1
https://doi.org/10.7554/eLife.17052	insight	Neuroscience	2016-05-25	17052	v1
https://doi.org/10.7554/eLife.17056	research article	Structural Biology and Molecular Biophysics, Chromosomes and Gene Expression	2016-08-03	17056	v2
https://doi.org/10.7554/eLife.17061	research article	Chromosomes and Gene Expression, Plant Biology	2016-09-28	17061	v1
https://doi.org/10.7554/eLife.17063	research article	Biochemistry and Chemical Biology, Structural Biology and Molecular Biophysics	2016-07-14	17063	v3
https://doi.org/10.7554/eLife.17072	research article	Neuroscience	2016-10-11	17072	v1
https://doi.org/10.7554/eLife.17079	insight	Computational and Systems Biology, Developmental Biology	2016-06-06	17079	v1
https://doi.org/10.7554/eLife.17082	research article	Cancer Biology, Computational and Systems Biology	2016-05-16	17082	v4
https://doi.org/10.7554/eLife.17086	research article	Neuroscience	2017-04-27	17086	v1
https://doi.org/10.7554/eLife.17089	research article	Neuroscience	2016-08-30	17089	v1
https://doi.org/10.7554/eLife.17092	research article	Biochemistry and Chemical Biology, Evolutionary Biology	2016-09-27	17092	v1
https://doi.org/10.7554/eLife.17096	research article	Structural Biology and Molecular Biophysics, Developmental Biology	2016-08-02	17096	v2
https://doi.org/10.7554/eLife.17101	research article	Biochemistry and Chemical Biology, Structural Biology and Molecular Biophysics	2016-09-06	17101	v1
https://doi.org/10.7554/eLife.17111	research article	Neuroscience	2016-08-24	17111	v2
https://doi.org/10.7554/eLife.17113	research article	Developmental Biology	2016-10-11	17113	v1
https://doi.org/10.7554/eLife.17119	research article	Neuroscience	2016-08-09	17119	v1
https://doi.org/10.7554/eLife.17126	research article	Biochemistry and Chemical Biology, Evolutionary Biology	2016-11-29	17126	v2
https://doi.org/10.7554/eLife.17137	research article	Cancer Biology	2017-04-20	17137	v2
https://doi.org/10.7554/eLife.17159	research article	Neuroscience	2016-07-28	17159	v2
https://doi.org/10.7554/eLife.17161	short report	Neuroscience	2017-07-21	17161	v3
https://doi.org/10.7554/eLife.17163	research advance	Cell Biology	2016-09-13	17163	v1
https://doi.org/10.7554/eLife.17171	research article	Neuroscience	2016-09-22	17171	v1
https://doi.org/10.7554/eLife.17180	research article	Cell Biology	2016-09-22	17180	v1
https://doi.org/10.7554/eLife.17181	correction	Neuroscience	2016-04-27	17181	v1
https://doi.org/10.7554/eLife.17185	insight	Cell Biology	2016-06-01	17185	v1
https://doi.org/10.7554/eLife.17197	research article	Neuroscience	2016-12-23	17197	v2
https://doi.org/10.7554/eLife.17200	research article	Cell Biology, Developmental Biology	2016-08-18	17200	v2
https://doi.org/10.7554/eLife.17210	short report	Physics of Living Systems, Neuroscience	2016-08-16	17210	v3
https://doi.org/10.7554/eLife.17214	research article	Chromosomes and Gene Expression, Plant Biology	2016-11-22	17214	v1
https://doi.org/10.7554/eLife.17218	research article	Cell Biology	2016-09-23	17218	v2
https://doi.org/10.7554/eLife.17219	tools and resources	Structural Biology and Molecular Biophysics, Computational and Systems Biology	2016-09-26	17219	v2
https://doi.org/10.7554/eLife.17224	insight	Microbiology and Infectious Disease	2016-05-31	17224	v1
https://doi.org/10.7554/eLife.17227	short report	Computational and Systems Biology, Neuroscience	2016-09-20	17227	v2
https://doi.org/10.7554/eLife.17240	research article	Structural Biology and Molecular Biophysics, Neuroscience	2016-07-23	17240	v3
https://doi.org/10.7554/eLife.17243	research article	Neuroscience	2016-09-29	17243	v2
https://doi.org/10.7554/eLife.17256	research article	Neuroscience	2016-08-22	17256	v2
https://doi.org/10.7554/eLife.17262	research article	Neuroscience, Structural Biology and Molecular Biophysics	2016-07-19	17262	v2
https://doi.org/10.7554/eLife.17267	short report	Neuroscience	2016-11-15	17267	v1
https://doi.org/10.7554/eLife.17280	short report	Neuroscience	2016-12-30	17280	v2
https://doi.org/10.7554/eLife.17282	research article	Neuroscience, Computational and Systems Biology	2016-11-08	17282	v1
https://doi.org/10.7554/eLife.17290	tools and resources	Biochemistry and Chemical Biology, Cell Biology	2016-06-28	17290	v1
https://doi.org/10.7554/eLife.17293	insight	Biochemistry and Chemical Biology	2016-06-03	17293	v2
https://doi.org/10.7554/eLife.17304	research article	Cell Biology	2017-03-06	17304	v1
https://doi.org/10.7554/eLife.17328	research article	Neuroscience	2016-10-19	17328	v1
https://doi.org/10.7554/eLife.17331	short report	Neuroscience	2017-06-26	17331	v1
https://doi.org/10.7554/eLife.17355	research article	Developmental Biology	2016-09-19	17355	v3
https://doi.org/10.7554/eLife.17361	research article	Chromosomes and Gene Expression, Neuroscience	2016-11-29	17361	v2
https://doi.org/10.7554/eLife.17365	research article	Chromosomes and Gene Expression	2016-08-30	17365	v3
https://doi.org/10.7554/eLife.17375	research article	Cancer Biology, Immunology and Inflammation	2016-12-08	17375	v2
https://doi.org/10.7554/eLife.17393	feature article		2016-05-13	17393	v1
https://doi.org/10.7554/eLife.17394	insight	Structural Biology and Molecular Biophysics, Cell Biology	2016-05-23	17394	v1
https://doi.org/10.7554/eLife.17397	research article	Neuroscience	2016-08-10	17397	v1
https://doi.org/10.7554/eLife.17421	research article	Neuroscience	2016-08-09	17421	v2
https://doi.org/10.7554/eLife.17438	research article	Biochemistry and Chemical Biology, Structural Biology and Molecular Biophysics	2016-08-03	17438	v2
https://doi.org/10.7554/eLife.17440	research article	Cell Biology	2016-09-22	17440	v2
https://doi.org/10.7554/eLife.17441	research article	Neuroscience	2016-09-20	17441	v2
https://doi.org/10.7554/eLife.17462	research article	Developmental Biology	2016-10-15	17462	v2
https://doi.org/10.7554/eLife.17463	research article	Biochemistry and Chemical Biology, Cell Biology	2016-08-24	17463	v3
https://doi.org/10.7554/eLife.17464	research article	Neuroscience	2016-09-26	17464	v1
https://doi.org/10.7554/eLife.17473	research article	Ecology	2016-11-18	17473	v2
https://doi.org/10.7554/eLife.17495	research article	Neuroscience	2016-08-05	17495	v3
https://doi.org/10.7554/eLife.17505	research article	Biochemistry and Chemical Biology, Structural Biology and Molecular Biophysics	2016-08-23	17505	v2
https://doi.org/10.7554/eLife.17508	research article	Biochemistry and Chemical Biology, Cell Biology	2016-08-16	17508	v1
https://doi.org/10.7554/eLife.17517	research advance	Neuroscience	2016-12-13	17517	v2
https://doi.org/10.7554/eLife.17523	research article	Structural Biology and Molecular Biophysics, Cell Biology	2016-09-13	17523	v1
https://doi.org/10.7554/eLife.17536	research article	Neuroscience	2016-08-01	17536	v2
https://doi.org/10.7554/eLife.17537	research article	Cell Biology, Developmental Biology	2016-10-28	17537	v4
https://doi.org/10.7554/eLife.17548	research article	Chromosomes and Gene Expression	2016-08-23	17548	v2
https://doi.org/10.7554/eLife.17551	research article	Developmental Biology	2016-12-20	17551	v1
https://doi.org/10.7554/eLife.17556	research article	Biochemistry and Chemical Biology, Chromosomes and Gene Expression	2016-11-11	17556	v2
https://doi.org/10.7554/eLife.17557	research article	Cell Biology, Developmental Biology	2016-09-13	17557	v2
https://doi.org/10.7554/eLife.17571	research article	Neuroscience	2016-06-25	17571	v2
https://doi.org/10.7554/eLife.17578	research article	Biochemistry and Chemical Biology, Cell Biology	2016-08-31	17578	v1
https://doi.org/10.7554/eLife.17584	replication study	Cancer Biology	2017-01-19	17584	v1
https://doi.org/10.7554/eLife.17589	research article	Cell Biology	2016-09-26	17589	v2
https://doi.org/10.7554/eLife.17600	research article	Biochemistry and Chemical Biology, Structural Biology and Molecular Biophysics	2016-07-06	17600	v2
https://doi.org/10.7554/eLife.17634	research article	Developmental Biology	2016-08-23	17634	v2
https://doi.org/10.7554/eLife.17635	research article	Cancer Biology, Cell Biology	2016-10-04	17635	v1
https://doi.org/10.7554/eLife.17636	research article	Biochemistry and Chemical Biology, Microbiology and Infectious Disease	2016-10-01	17636	v2
https://doi.org/10.7554/eLife.17666	research article	Developmental Biology	2016-08-31	17666	v2
https://doi.org/10.7554/eLife.17667	research article	Structural Biology and Molecular Biophysics, Chromosomes and Gene Expression	2016-10-10	17667	v2
https://doi.org/10.7554/eLife.17670	research article	Computational and Systems Biology, Chromosomes and Gene Expression	2016-07-06	17670	v3
https://doi.org/10.7554/eLife.17672	research article	Cell Biology	2016-09-16	17672	v1
https://doi.org/10.7554/eLife.17681	research article	Cell Biology, Neuroscience	2017-01-12	17681	v4
https://doi.org/10.7554/eLife.17686	tools and resources	Developmental Biology, Neuroscience	2016-10-14	17686	v1
https://doi.org/10.7554/eLife.17688	research article	Neuroscience	2016-10-27	17688	v1
https://doi.org/10.7554/eLife.17692	insight	Neuroscience	2016-06-29	17692	v1
https://doi.org/10.7554/eLife.17693	insight	Neuroscience	2016-06-09	17693	v1
https://doi.org/10.7554/eLife.17716	short report	Epidemiology and Global Health, Microbiology and Infectious Disease	2016-09-22	17716	v2
https://doi.org/10.7554/eLife.17721	research article	Cell Biology, Developmental Biology	2016-08-16	17721	v1
https://doi.org/10.7554/eLife.17755	research article	Structural Biology and Molecular Biophysics, Cell Biology	2016-10-04	17755	v1
https://doi.org/10.7554/eLife.17756	research article	Biochemistry and Chemical Biology	2016-06-28	17756	v2
https://doi.org/10.7554/eLife.17769	research article	Neuroscience	2016-12-06	17769	v2
https://doi.org/10.7554/eLife.17807	research article	Physics of Living Systems, Cell Biology	2016-10-10	17807	v3
https://doi.org/10.7554/eLife.17812	tools and resources	Structural Biology and Molecular Biophysics	2016-07-20	17812	v2
https://doi.org/10.7554/eLife.17820	research article	Biochemistry and Chemical Biology	2016-09-13	17820	v7
https://doi.org/10.7554/eLife.17822	research article	Neuroscience	2016-11-14	17822	v3
https://doi.org/10.7554/eLife.17823	research article	Developmental Biology	2016-09-24	17823	v2
https://doi.org/10.7554/eLife.17828	short report	Biochemistry and Chemical Biology	2016-08-19	17828	v1
https://doi.org/10.7554/eLife.17834	research article	Neuroscience	2017-03-21	17834	v2
https://doi.org/10.7554/eLife.17850	research article	Epidemiology and Global Health, Medicine	2016-11-17	17850	v2
https://doi.org/10.7554/eLife.17877	research article	Cell Biology	2016-08-20	17877	v3
https://doi.org/10.7554/eLife.17879	research article	Neuroscience	2016-09-22	17879	v3
https://doi.org/10.7554/eLife.17896	research article	Cell Biology	2016-11-17	17896	v2
https://doi.org/10.7554/eLife.17903	research article	Chromosomes and Gene Expression	2016-09-20	17903	v3
https://doi.org/10.7554/eLife.17915	research article	Genetics and Genomics, Neuroscience	2017-09-12	17915	v1
https://doi.org/10.7554/eLife.17929	research article	Cancer Biology, Cell Biology	2016-10-19	17929	v4
https://doi.org/10.7554/eLife.17935	research article	Developmental Biology	2017-03-21	17935	v1
https://doi.org/10.7554/eLife.17936	research article	Immunology and Inflammation	2016-09-30	17936	v2
https://doi.org/10.7554/eLife.17956	short report	Chromosomes and Gene Expression, Plant Biology	2016-09-06	17956	v1
https://doi.org/10.7554/eLife.17977	short report	Neuroscience	2016-10-25	17977	v1
https://doi.org/10.7554/eLife.17978	research article	Chromosomes and Gene Expression, Microbiology and Infectious Disease	2016-11-29	17978	v1
https://doi.org/10.7554/eLife.17979	research article	Immunology and Inflammation	2016-09-22	17979	v1
https://doi.org/10.7554/eLife.17983	research article	Structural Biology and Molecular Biophysics, Cell Biology	2016-08-04	17983	v3
https://doi.org/10.7554/eLife.17985	research article	Biochemistry and Chemical Biology, Stem Cells and Regenerative Medicine	2016-09-23	17985	v2
https://doi.org/10.7554/eLife.18009	short report	Neuroscience	2016-11-23	18009	v2
https://doi.org/10.7554/eLife.18017	research article	Structural Biology and Molecular Biophysics	2016-08-30	18017	v2
https://doi.org/10.7554/eLife.18020	research article	Cancer Biology, Cell Biology	2016-10-14	18020	v2
https://doi.org/10.7554/eLife.18022	research article	Neuroscience	2016-10-03	18022	v2
https://doi.org/10.7554/eLife.18023	research article	Structural Biology and Molecular Biophysics, Chromosomes and Gene Expression	2016-09-30	18023	v1
https://doi.org/10.7554/eLife.18037	insight	Neuroscience	2016-06-23	18037	v1
https://doi.org/10.7554/eLife.18044	research article	Neuroscience	2016-10-27	18044	v2
https://doi.org/10.7554/eLife.18065	research article	Biochemistry and Chemical Biology, Cell Biology	2016-10-18	18065	v2
https://doi.org/10.7554/eLife.18073	research article	Neuroscience	2016-08-09	18073	v2
https://doi.org/10.7554/eLife.18082	research article	Epidemiology and Global Health	2016-09-06	18082	v2
https://doi.org/10.7554/eLife.18096	research article	Biochemistry and Chemical Biology, Structural Biology and Molecular Biophysics	2016-10-04	18096	v2
https://doi.org/10.7554/eLife.18101	research article	Structural Biology and Molecular Biophysics, Cell Biology	2016-09-30	18101	v1
https://doi.org/10.7554/eLife.18103	research article	Neuroscience	2016-10-25	18103	v1
https://doi.org/10.7554/eLife.18108	research article	Cell Biology, Stem Cells and Regenerative Medicine	2016-10-10	18108	v2
https://doi.org/10.7554/eLife.18109	research article	Physics of Living Systems	2016-11-24	18109	v1
https://doi.org/10.7554/eLife.18124	research article	Structural Biology and Molecular Biophysics, Cell Biology	2016-07-13	18124	v3
https://doi.org/10.7554/eLife.18126	research article	Cell Biology, Developmental Biology	2016-09-01	18126	v2
https://doi.org/10.7554/eLife.18128	research article	Developmental Biology, Neuroscience	2017-03-06	18128	v1
https://doi.org/10.7554/eLife.18129	research article	Structural Biology and Molecular Biophysics	2016-12-06	18129	v1
https://doi.org/10.7554/eLife.18130	research article	Structural Biology and Molecular Biophysics	2016-10-06	18130	v2
https://doi.org/10.7554/eLife.18134	research article	Biochemistry and Chemical Biology, Cell Biology	2016-10-18	18134	v2
https://doi.org/10.7554/eLife.18146	research article	Neuroscience	2016-10-19	18146	v1
https://doi.org/10.7554/eLife.18156	research article	Immunology and Inflammation	2016-08-03	18156	v3
https://doi.org/10.7554/eLife.18164	research article	Biochemistry and Chemical Biology, Structural Biology and Molecular Biophysics	2016-06-21	18164	v3
https://doi.org/10.7554/eLife.18165	research article	Developmental Biology, Plant Biology	2016-08-01	18165	v1
https://doi.org/10.7554/eLife.18167	short report	Neuroscience	2016-08-18	18167	v2
https://doi.org/10.7554/eLife.18173	replication study	Cancer Biology	2017-01-19	18173	v1
https://doi.org/10.7554/eLife.18197	research article	Neuroscience	2016-08-09	18197	v2
https://doi.org/10.7554/eLife.18203	insight	Developmental Biology, Neuroscience	2016-06-27	18203	v1
https://doi.org/10.7554/eLife.18204	correction	Structural Biology and Molecular Biophysics, Cell Biology	2016-06-09	18204	v1
https://doi.org/10.7554/eLife.18205	research article	Neuroscience	2016-11-29	18205	v2
https://doi.org/10.7554/eLife.18206	research article	Neuroscience	2016-11-22	18206	v2
https://doi.org/10.7554/eLife.18207	research article	Cell Biology, Developmental Biology	2016-11-30	18207	v2
https://doi.org/10.7554/eLife.18215	research article	Computational and Systems Biology, Developmental Biology	2016-08-15	18215	v2
https://doi.org/10.7554/eLife.18221	research article	Chromosomes and Gene Expression	2016-08-15	18221	v2
https://doi.org/10.7554/eLife.18227	research article	Structural Biology and Molecular Biophysics, Chromosomes and Gene Expression	2016-09-20	18227	v1
https://doi.org/10.7554/eLife.18243	insight	Structural Biology and Molecular Biophysics, Microbiology and Infectious Disease	2016-07-07	18243	v1
https://doi.org/10.7554/eLife.18246	research article	Neuroscience	2016-09-27	18246	v1
https://doi.org/10.7554/eLife.18247	research article	Neuroscience	2017-07-14	18247	v2
https://doi.org/10.7554/eLife.18249	research article	Structural Biology and Molecular Biophysics	2016-08-31	18249	v2
https://doi.org/10.7554/eLife.18260	research article	Neuroscience	2016-10-25	18260	v1
https://doi.org/10.7554/eLife.18270	research article	Cancer Biology	2016-08-04	18270	v2
https://doi.org/10.7554/eLife.18290	research article	Chromosomes and Gene Expression, Immunology and Inflammation	2016-11-21	18290	v3
https://doi.org/10.7554/eLife.18295	research article	Developmental Biology, Stem Cells and Regenerative Medicine	2016-10-26	18295	v5
https://doi.org/10.7554/eLife.18296	research article	Microbiology and Infectious Disease	2016-09-30	18296	v3
https://doi.org/10.7554/eLife.18299	research article	Neuroscience	2017-01-09	18299	v3
https://doi.org/10.7554/eLife.18311	research article	Computational and Systems Biology, Microbiology and Infectious Disease	2016-08-15	18311	v2
https://doi.org/10.7554/eLife.18312	research article	Cell Biology, Neuroscience	2016-08-15	18312	v2
https://doi.org/10.7554/eLife.18313	research article	Biochemistry and Chemical Biology, Cell Biology	2016-10-11	18313	v1
https://doi.org/10.7554/eLife.18318	research article	Developmental Biology	2016-09-29	18318	v2
https://doi.org/10.7554/eLife.18345	research article	Developmental Biology, Neuroscience	2016-10-05	18345	v2
https://doi.org/10.7554/eLife.18351	research article	Cell Biology, Developmental Biology	2016-12-01	18351	v2
https://doi.org/10.7554/eLife.18357	short report	Biochemistry and Chemical Biology	2016-08-16	18357	v3
https://doi.org/10.7554/eLife.18365	insight	Biochemistry and Chemical Biology, Chromosomes and Gene Expression	2016-07-12	18365	v1
https://doi.org/10.7554/eLife.18370	research article	Cell Biology, Stem Cells and Regenerative Medicine	2016-10-05	18370	v3
https://doi.org/10.7554/eLife.18372	research article	Neuroscience	2017-01-06	18372	v2
https://doi.org/10.7554/eLife.18383	research article	Neuroscience	2016-10-10	18383	v2
https://doi.org/10.7554/eLife.18391	insight	Cancer Biology, Developmental Biology	2016-07-15	18391	v1
https://doi.org/10.7554/eLife.18413	research article	Biochemistry and Chemical Biology, Cell Biology	2016-09-07	18413	v1
https://doi.org/10.7554/eLife.18414	research article	Cell Biology, Developmental Biology	2016-08-09	18414	v2
https://doi.org/10.7554/eLife.18422	research article	Neuroscience	2017-02-21	18422	v2
https://doi.org/10.7554/eLife.18425	research article	Neuroscience	2016-09-22	18425	v2
https://doi.org/10.7554/eLife.18426	research article	Neuroscience	2016-08-18	18426	v1
https://doi.org/10.7554/eLife.18431	insight	Cell Biology	2016-07-20	18431	v1
https://doi.org/10.7554/eLife.18432	research article	Structural Biology and Molecular Biophysics, Computational and Systems Biology	2016-11-29	18432	v2
https://doi.org/10.7554/eLife.18434	research article	Biochemistry and Chemical Biology, Structural Biology and Molecular Biophysics	2016-09-14	18434	v1
https://doi.org/10.7554/eLife.18435	insight	Plant Biology	2016-07-15	18435	v1
https://doi.org/10.7554/eLife.18447	research article	Immunology and Inflammation, Microbiology and Infectious Disease	2016-09-20	18447	v1
https://doi.org/10.7554/eLife.18449	short report	Structural Biology and Molecular Biophysics, Computational and Systems Biology	2016-07-29	18449	v2
https://doi.org/10.7554/eLife.18458	research article	Computational and Systems Biology	2016-09-30	18458	v2
https://doi.org/10.7554/eLife.18459	research article	Cell Biology	2017-07-04	18459	v1
https://doi.org/10.7554/eLife.18481	research article	Developmental Biology, Neuroscience	2017-06-22	18481	v1
https://doi.org/10.7554/eLife.18489	research article	Cancer Biology, Developmental Biology	2016-11-15	18489	v2
https://doi.org/10.7554/eLife.18491	feature article	Epidemiology and Global Health, Microbiology and Infectious Disease	2016-11-11	18491	v2
https://doi.org/10.7554/eLife.18492	short report	Neuroscience	2017-02-10	18492	v1
https://doi.org/10.7554/eLife.18496	short report	Biochemistry and Chemical Biology, Immunology and Inflammation	2016-11-02	18496	v1
https://doi.org/10.7554/eLife.18501	research article	Cancer Biology	2016-10-03	18501	v1
https://doi.org/10.7554/eLife.18515	research article	Biochemistry and Chemical Biology, Cell Biology	2016-11-16	18515	v2
https://doi.org/10.7554/eLife.18529	research article	Structural Biology and Molecular Biophysics, Neuroscience	2016-10-26	18529	v2
https://doi.org/10.7554/eLife.18541	tools and resources	Computational and Systems Biology	2017-01-26	18541	v2
https://doi.org/10.7554/eLife.18542	research article	Immunology and Inflammation	2016-10-20	18542	v2
https://doi.org/10.7554/eLife.18544	research article	Biochemistry and Chemical Biology	2016-11-23	18544	v2
https://doi.org/10.7554/eLife.18554	research article	Medicine, Neuroscience	2017-02-21	18554	v1
https://doi.org/10.7554/eLife.18558	short report	Neuroscience	2017-04-04	18558	v1
https://doi.org/10.7554/eLife.18566	research article	Computational and Systems Biology, Neuroscience	2016-12-23	18566	v2
https://doi.org/10.7554/eLife.18574	research article	Biochemistry and Chemical Biology, Chromosomes and Gene Expression	2016-09-09	18574	v2
https://doi.org/10.7554/eLife.18579	research article	Neuroscience	2016-08-25	18579	v3
https://doi.org/10.7554/eLife.18591	research article	Chromosomes and Gene Expression	2016-10-05	18591	v2
https://doi.org/10.7554/eLife.18605	research article	Cell Biology	2016-09-13	18605	v1
https://doi.org/10.7554/eLife.18607	research article	Neuroscience	2016-11-16	18607	v1
https://doi.org/10.7554/eLife.18633	research article	Biochemistry and Chemical Biology, Cell Biology	2016-12-08	18633	v5
https://doi.org/10.7554/eLife.18638	research article	Cell Biology, Computational and Systems Biology	2016-11-10	18638	v3
https://doi.org/10.7554/eLife.18640	research article	Neuroscience	2016-08-24	18640	v2
https://doi.org/10.7554/eLife.18647	short report	Cell Biology	2016-12-23	18647	v1
https://doi.org/10.7554/eLife.18648	short report	Developmental Biology, Neuroscience	2016-09-20	18648	v2
https://doi.org/10.7554/eLife.18657	research article	Computational and Systems Biology, Microbiology and Infectious Disease	2016-11-17	18657	v2
https://doi.org/10.7554/eLife.18659	research article	Neuroscience, Developmental Biology	2016-09-23	18659	v1
https://doi.org/10.7554/eLife.18675	research article	Biochemistry and Chemical Biology, Structural Biology and Molecular Biophysics	2016-08-23	18675	v4
https://doi.org/10.7554/eLife.18678	research article	Ecology	2016-12-28	18678	v1
https://doi.org/10.7554/eLife.18683	research article	Cell Biology, Developmental Biology	2016-09-26	18683	v3
https://doi.org/10.7554/eLife.18691	research article	Cell Biology, Neuroscience	2016-11-11	18691	v1
https://doi.org/10.7554/eLife.18706	correction	Neuroscience	2016-06-16	18706	v1
https://doi.org/10.7554/eLife.18707	insight	Neuroscience	2016-07-15	18707	v1
https://doi.org/10.7554/eLife.18715	tools and resources	Computational and Systems Biology	2016-10-22	18715	v2
https://doi.org/10.7554/eLife.18716	research article	Neuroscience	2016-10-18	18716	v1
https://doi.org/10.7554/eLife.18721	insight	Neuroscience	2016-07-15	18721	v1
https://doi.org/10.7554/eLife.18722	tools and resources	Structural Biology and Molecular Biophysics	2016-11-15	18722	v2
https://doi.org/10.7554/eLife.18726	research article	Neuroscience	2016-10-11	18726	v1
https://doi.org/10.7554/eLife.18731	research article	Neuroscience	2016-10-12	18731	v1
https://doi.org/10.7554/eLife.18740	research advance	Structural Biology and Molecular Biophysics	2016-10-12	18740	v2
https://doi.org/10.7554/eLife.18746	research article	Biochemistry and Chemical Biology, Cell Biology	2016-10-03	18746	v2
https://doi.org/10.7554/eLife.18749	short report	Neuroscience	2016-08-03	18749	v2
https://doi.org/10.7554/eLife.18753	insight	Computational and Systems Biology, Ecology	2016-07-15	18753	v1
https://doi.org/10.7554/eLife.18767	research article	Structural Biology and Molecular Biophysics	2016-07-23	18767	v2
https://doi.org/10.7554/eLife.18770	research article	Ecology	2017-02-06	18770	v3
https://doi.org/10.7554/eLife.18782	research article	Developmental Biology	2016-12-13	18782	v1
https://doi.org/10.7554/eLife.18790	research article	Structural Biology and Molecular Biophysics	2016-10-26	18790	v2
https://doi.org/10.7554/eLife.18805	research article	Neuroscience	2016-10-26	18805	v3
https://doi.org/10.7554/eLife.18816	research article	Neuroscience	2016-10-11	18816	v1
https://doi.org/10.7554/eLife.18825	research article	Cell Biology	2017-02-21	18825	v2
https://doi.org/10.7554/eLife.18834	tools and resources	Neuroscience	2017-02-07	18834	v3
https://doi.org/10.7554/eLife.18853	research article	Biochemistry and Chemical Biology, Cell Biology	2016-11-16	18853	v2
https://doi.org/10.7554/eLife.18855	research article	Ecology, Microbiology and Infectious Disease	2017-01-09	18855	v2
https://doi.org/10.7554/eLife.18857	research article	Structural Biology and Molecular Biophysics, Microbiology and Infectious Disease	2016-09-24	18857	v2
https://doi.org/10.7554/eLife.18858	tools and resources	Biochemistry and Chemical Biology	2016-11-02	18858	v2
https://doi.org/10.7554/eLife.18871	insight	Cancer Biology, Cell Biology	2016-07-27	18871	v1
https://doi.org/10.7554/eLife.18882	research article	Cancer Biology, Developmental Biology	2016-11-23	18882	v2
https://doi.org/10.7554/eLife.18887	insight	Neuroscience	2016-07-29	18887	v1
https://doi.org/10.7554/eLife.18889	research advance	Microbiology and Infectious Disease	2016-11-15	18889	v2
https://doi.org/10.7554/eLife.18894	research article	Neuroscience	2017-01-25	18894	v1
https://doi.org/10.7554/eLife.18898	correction	Genetics and Genomics	2016-08-30	18898	v1
https://doi.org/10.7554/eLife.18904	research article	Neuroscience	2017-01-31	18904	v1
https://doi.org/10.7554/eLife.18919	tools and resources	Chromosomes and Gene Expression	2016-12-06	18919	v2
https://doi.org/10.7554/eLife.18931	research article	Neuroscience	2017-05-06	18931	v2
https://doi.org/10.7554/eLife.18937	research advance	Neuroscience	2016-10-05	18937	v1
https://doi.org/10.7554/eLife.18970	research article	Cancer Biology	2017-02-01	18970	v3
https://doi.org/10.7554/eLife.18972	research article	Biochemistry and Chemical Biology, Structural Biology and Molecular Biophysics	2016-08-16	18972	v3
https://doi.org/10.7554/eLife.18976	research advance	Biochemistry and Chemical Biology, Structural Biology and Molecular Biophysics	2016-10-06	18976	v2
https://doi.org/10.7554/eLife.18979	research article	Developmental Biology, Cell Biology	2016-09-03	18979	v3
https://doi.org/10.7554/eLife.18981	research article	Evolutionary Biology, Microbiology and Infectious Disease	2016-09-10	18981	v4
https://doi.org/10.7554/eLife.18990	research article	Evolutionary Biology, Microbiology and Infectious Disease	2017-04-24	18990	v2
https://doi.org/10.7554/eLife.19021	research article	Neuroscience	2016-11-16	19021	v2
https://doi.org/10.7554/eLife.19022	research article	Biochemistry and Chemical Biology, Plant Biology	2016-10-28	19022	v3
https://doi.org/10.7554/eLife.19027	research article	Evolutionary Biology	2016-09-30	19027	v3
https://doi.org/10.7554/eLife.19032	short report	Neuroscience	2017-01-10	19032	v2
https://doi.org/10.7554/eLife.19042	research article	Biochemistry and Chemical Biology, Microbiology and Infectious Disease	2016-08-16	19042	v2
https://doi.org/10.7554/eLife.19048	research article	Cell Biology, Plant Biology	2016-09-14	19048	v3
https://doi.org/10.7554/eLife.19058	research article	Structural Biology and Molecular Biophysics, Neuroscience	2016-09-19	19058	v3
https://doi.org/10.7554/eLife.19071	research article		2016-09-15	19071	v2
https://doi.org/10.7554/eLife.19083	research article	Cell Biology	2016-10-18	19083	v3
https://doi.org/10.7554/eLife.19084	short report	Cell Biology	2016-12-01	19084	v2
https://doi.org/10.7554/eLife.19088	tools and resources	Biochemistry and Chemical Biology, Structural Biology and Molecular Biophysics	2016-12-12	19088	v3
https://doi.org/10.7554/eLife.19089	research article	Neuroscience	2016-11-18	19089	v2
