metric	value
loss	0.5037329196929932
tp	112.0
fp	172.0
tn	598.0
fn	15.0
accuracy	0.7915273308753967
precision	0.39436620473861694
recall	0.8818897604942322
auc	0.906825840473175
prc	0.6470502614974976
