metric	value
loss	0.26907914876937866
tp	71.0
fp	45.0
tn	724.0
fn	56.0
accuracy	0.8872767686843872
precision	0.6120689511299133
recall	0.5590550899505615
auc	0.9013444185256958
prc	0.5889590978622437
