metric	value
loss	0.6792876720428467
tp	73.0
fp	24.0
tn	746.0
fn	54.0
accuracy	0.9130434989929199
precision	0.7525773048400879
recall	0.5748031735420227
auc	0.829328179359436
prc	0.6307278871536255
