metric	value
loss	0.30706819891929626
tp	70.0
fp	55.0
tn	715.0
fn	57.0
accuracy	0.8751393556594849
precision	0.5600000023841858
recall	0.5511810779571533
auc	0.8587329983711243
prc	0.6097158193588257
