metric	value
loss	0.4316485524177551
tp	101.0
fp	127.0
tn	643.0
fn	26.0
accuracy	0.829431414604187
precision	0.4429824650287628
recall	0.7952755689620972
auc	0.8830913305282593
prc	0.6239981055259705
