metric	value
loss	0.3737112283706665
tp	99.0
fp	60.0
tn	710.0
fn	28.0
accuracy	0.9018952250480652
precision	0.6226415038108826
recall	0.7795275449752808
auc	0.9136467576026917
prc	0.7473524212837219
