metric	value
loss	0.5964499115943909
tp	71.0
fp	26.0
tn	743.0
fn	56.0
accuracy	0.9084821343421936
precision	0.7319587469100952
recall	0.5590550899505615
auc	0.8447672128677368
prc	0.6424950361251831
