metric	value
loss	0.4250224232673645
tp	106.0
fp	119.0
tn	650.0
fn	21.0
accuracy	0.84375
precision	0.47111111879348755
recall	0.834645688533783
auc	0.8963578939437866
prc	0.6139686107635498
