metric	value
loss	0.8491225838661194
tp	59.0
fp	77.0
tn	692.0
fn	68.0
accuracy	0.8381696343421936
precision	0.43382352590560913
recall	0.4645669162273407
auc	0.7875141501426697
prc	0.4432768225669861
