metric	value
loss	0.30642563104629517
tp	102.0
fp	49.0
tn	720.0
fn	26.0
accuracy	0.9163879752159119
precision	0.6754966974258423
recall	0.796875
auc	0.9299262166023254
prc	0.7506820559501648
