metric	value
loss	0.3381310999393463
tp	90.0
fp	75.0
tn	694.0
fn	38.0
accuracy	0.874024510383606
precision	0.5454545617103577
recall	0.703125
auc	0.8830360174179077
prc	0.5694825649261475
