metric	value
loss	0.44246938824653625
tp	74.0
fp	55.0
tn	715.0
fn	53.0
accuracy	0.8795986771583557
precision	0.5736433863639832
recall	0.5826771855354309
auc	0.8633961081504822
prc	0.631561815738678
