metric	value
loss	0.3543034493923187
tp	75.0
fp	62.0
tn	707.0
fn	52.0
accuracy	0.8727678656578064
precision	0.5474452376365662
recall	0.5905511975288391
auc	0.865752637386322
prc	0.5716201663017273
