metric	value
loss	0.3846140503883362
tp	76.0
fp	96.0
tn	674.0
fn	51.0
accuracy	0.8361204266548157
precision	0.44186046719551086
recall	0.5984252095222473
auc	0.8252172470092773
prc	0.4904463291168213
