metric	value
loss	0.2919027805328369
tp	72.0
fp	55.0
tn	714.0
fn	55.0
accuracy	0.8772321343421936
precision	0.5669291615486145
recall	0.5669291615486145
auc	0.8882842659950256
prc	0.5936729311943054
