metric	value
loss	0.8729280233383179
tp	75.0
fp	94.0
tn	675.0
fn	52.0
accuracy	0.8370535969734192
precision	0.44378697872161865
recall	0.5905511975288391
auc	0.8203874826431274
prc	0.43345651030540466
