metric	value
loss	0.34378162026405334
tp	73.0
fp	66.0
tn	703.0
fn	55.0
accuracy	0.865105926990509
precision	0.5251798629760742
recall	0.5703125
auc	0.847011148929596
prc	0.4981624186038971
