metric	value
loss	1.2414032220840454
tp	15.0
fp	13.0
tn	756.0
fn	113.0
accuracy	0.8595317602157593
precision	0.5357142686843872
recall	0.1171875
auc	0.6520796418190002
prc	0.3436652719974518
