metric	value
loss	0.44197022914886475
tp	98.0
fp	142.0
tn	628.0
fn	29.0
accuracy	0.8093645572662354
precision	0.40833333134651184
recall	0.7716535329818726
auc	0.8752326369285583
prc	0.5321696996688843
