metric	value
loss	0.33863621950149536
tp	68.0
fp	66.0
tn	703.0
fn	59.0
accuracy	0.8604910969734192
precision	0.5074626803398132
recall	0.5354330539703369
auc	0.8572591543197632
prc	0.4577183425426483
