metric	value
loss	0.31303903460502625
tp	105.0
fp	76.0
tn	693.0
fn	23.0
accuracy	0.8896321058273315
precision	0.580110490322113
recall	0.8203125
auc	0.9234598278999329
prc	0.693693220615387
