metric	value
loss	0.2655983567237854
tp	80.0
fp	47.0
tn	723.0
fn	47.0
accuracy	0.8952062726020813
precision	0.6299212574958801
recall	0.6299212574958801
auc	0.8991154432296753
prc	0.6921796202659607
