metric	value
loss	0.29576820135116577
tp	86.0
fp	59.0
tn	711.0
fn	41.0
accuracy	0.8885172605514526
precision	0.5931034684181213
recall	0.6771653294563293
auc	0.8804172873497009
prc	0.6804081201553345
